SupplierID,SystemID,EAN
168479545,2726,8718699671211
168479545,2726,8718699671273
168479545,2726,8718699673284
168479545,2726,8718699673147
168479545,2726,8718696785270
168479545,2726,8718699628659
168479545,2726,8718699629250
168479545,2726,8718696785317
168479545,2726,8718699689285
168479545,2726,8718699726294
168479545,2726,8718699726355
168479545,2726,8719514264465
168479545,2726,8719514264489
168479545,2726,8718696173992
168479545,2726,8718696170793
168479545,2726,8718696170748
168479545,2726,8718696171745
168479545,2726,8718696170557
168479545,2726,8718696167991
168479545,2726,8718696168721
168479545,2726,8718699625474
168479545,2726,8718699629311
168479545,2726,8718699673109
168479545,2726,8718699628697
168479545,2726,8718696170809
168479545,2726,8718696171486
168479545,2726,8718696168011
168479545,2726,8718696171189
168479545,2726,8718699709839
168479545,2726,8718699709853
168479545,2726,8718696743171
168479545,2726,8718699673208
168479545,2726,8718699673369
168479545,2726,8718696785331
168479545,2726,8718699629274
168479545,2726,8718699629298
168479545,2726,8718699628673
168479545,2726,8718699726317
168479545,2726,8718699726331
168479545,2726,8718699703424
168479545,2726,8718699703448
168479545,2726,8718699747992
168479545,2726,4025125532669
168479545,2726,8719202259100
168479545,2726,8023874397030
168479545,2726,4057749314482
168479545,2726,4057749657855
168479545,2726,4057749322739
168479545,2726,4062321102173
168479545,2726,4057749314499
168479545,2726,4057749657831
168479545,2726,4057749314505
168479545,2726,4057749657848
168479545,2726,4062321102180
168479545,2726,840080591926
168479545,2726,840080581569
168479545,2726,840080588209
